julday,date_time,V_mgal,vert_mm,areal_mm,WDD_tam,,,,,,O1,M2,A_O1,PHI_O1,A_M2,PHI_M2
2456409.313,4/26/2013 19:30,0.152381485,257.829473,8.56E-12,-1521.982464,499.752889,,,,,,,,,,
2456409.354,4/26/2013 20:30,0.1584395,268.0796336,8.90E-12,-1582.176687,499.626213,,,,,,,,,,
2456409.396,4/26/2013 21:30,0.138608999,234.526427,7.79E-12,-1385.134973,499.591277,,,,,,,,,,
2456409.438,4/26/2013 22:30,0.097240105,164.5302574,5.46E-12,-974.081406,499.656835,,,,,,,,,,
2456409.479,4/26/2013 23:30,0.043027494,72.80251965,2.42E-12,-435.4088755,499.806575,,,,,,,,,,
2456409.521,4/27/2013 0:30,-0.013019339,-22.02872092,-7.31E-13,121.4890221,500.003201,,,,,,,,,,
2456409.563,4/27/2013 1:30,-0.060113084,-101.711338,-3.38E-12,589.4263989,500.197765,,,,,,,,,,
2456409.604,4/27/2013 2:30,-0.090150473,-152.5346005,-5.06E-12,887.886778,500.341908,,,,,,,,,,
2456409.646,4/27/2013 3:30,-0.099521885,-168.39103,-5.59E-12,981.0039008,500.399956,,,,,,,,,,
2456409.688,4/27/2013 4:30,-0.089823517,-151.98139,-5.05E-12,884.6380413,500.357829,,,,,,,,,,
2456409.729,4/27/2013 5:30,-0.067270348,-113.8214293,-3.78E-12,660.5430934,500.226541,,,,,,,,,,
2456409.771,4/27/2013 6:30,-0.040922623,-69.24107805,-2.30E-12,398.744305,500.039415,,,,,,,,,,
2456409.813,4/27/2013 7:30,-0.020155569,-34.10322323,-1.13E-12,192.3967199,499.843710,,,,,,,,,,
2456409.854,4/27/2013 8:30,-0.01203365,-20.3609351,-6.76E-13,111.6949246,499.688756,,,,,,,,,,
2456409.896,4/27/2013 9:30,-0.01931353,-32.67849245,-1.09E-12,184.0299668,499.613581,,,,,,,,,,
2456409.938,4/27/2013 10:30,-0.039651533,-67.09039429,-2.23E-12,386.114382,499.637120,,,,,,,,,,
2456409.979,4/27/2013 11:30,-0.066257734,-112.1080861,-3.72E-12,650.4814595,499.753465,,,,,,,,,,
2456410.021,4/27/2013 12:30,-0.089817571,-151.9713304,-5.05E-12,884.5789658,499.933346,,,,,,,,,,
2456410.063,4/27/2013 13:30,-0.101130018,-171.111991,-5.68E-12,996.9827852,500.131473,,,,,,,,,,
2456410.104,4/27/2013 14:30,-0.093711978,-158.5606667,-5.26E-12,923.274943,500.297891,,,,,,,,,,
2456410.146,4/27/2013 15:30,-0.065651308,-111.0820139,-3.69E-12,644.4558352,500.390518,,,,,,,,,,
2456410.188,4/27/2013 16:30,-0.020231688,-34.23201685,-1.14E-12,193.1530624,500.385710,,,,,,,,,,
2456410.229,4/27/2013 17:30,0.034789613,58.86402441,1.95E-12,-353.554851,500.284207,,,,,,,,,,
2456410.271,4/27/2013 18:30,0.089011244,150.6070243,5.00E-12,-892.3170083,500.110980,,,,,,,,,,
2456410.313,4/27/2013 19:30,0.131823107,223.044697,7.41E-12,-1317.70834,499.908996,,,,,,,,,,
2456410.354,4/27/2013 20:30,0.154834904,261.9806582,8.70E-12,-1546.360362,499.728486,,,,,,,,,,
2456410.396,4/27/2013 21:30,0.15372962,260.1105169,8.64E-12,-1535.377929,499.614376,,,,,,,,,,
2456410.438,4/27/2013 22:30,0.129141889,218.5080756,7.26E-12,-1291.066962,499.595056,,,,,,,,,,
2456410.479,4/27/2013 23:30,0.086401816,146.1918727,4.85E-12,-866.3889639,499.675274,,,,,,,,,,
2456410.521,4/28/2013 0:30,0.034240946,57.93568144,1.92E-12,-348.1031428,499.834953,,,,,,,,,,
2456410.563,4/28/2013 1:30,-0.017222737,-29.14087144,-9.68E-13,163.2552338,500.034224,,,,,,,,,,
2456410.604,4/28/2013 2:30,-0.058758338,-99.419108,-3.30E-12,575.9652433,500.223399,,,,,,,,,,
2456410.646,4/28/2013 3:30,-0.084042802,-142.2004215,-4.72E-12,827.1991554,500.355411,,,,,,,,,,
2456410.688,4/28/2013 4:30,-0.090971353,-153.9235294,-5.11E-12,896.0432844,500.397583,,,,,,,,,,
2456410.729,4/28/2013 5:30,-0.081948585,-138.6570051,-4.60E-12,806.390389,500.339795,,,,,,,,,,
2456410.771,4/28/2013 6:30,-0.063074232,-106.7216006,-3.54E-12,618.849242,500.196986,,,,,,,,,,
2456410.813,4/28/2013 7:30,-0.042399421,-71.73982111,-2.38E-12,413.4182115,500.005393,,,,,,,,,,
2456410.854,4/28/2013 8:30,-0.027675406,-46.82678727,-1.55E-12,267.1160426,499.813437,,,,,,,,,,
2456410.896,4/28/2013 9:30,-0.024179146,-40.91111572,-1.36E-12,232.3761718,499.669575,,,,,,,,,,
2456410.938,4/28/2013 10:30,-0.033215281,-56.200255,-1.87E-12,322.161874,499.610134,,,,,,,,,,
2456410.979,4/28/2013 11:30,-0.051732961,-87.53216999,-2.91E-12,506.1590197,499.650195,,,,,,,,,,
2456411.021,4/28/2013 12:30,-0.07318809,-123.8342481,-4.11E-12,719.3435235,499.779804,,,,,,,,,,
2456411.063,4/28/2013 13:30,-0.08941619,-151.292193,-5.02E-12,880.5907212,499.966459,,,,,,,,,,
2456411.104,4/28/2013 14:30,-0.092979176,-157.3207652,-5.22E-12,915.9936031,500.163257,,,,,,,,,,
2456411.146,4/28/2013 15:30,-0.079314365,-134.199905,-4.46E-12,780.2160012,500.320651,,,,,,,,,,
2456411.188,4/28/2013 16:30,-0.04808897,-81.36653732,-2.70E-12,469.9512483,500.398878,,,,,,,,,,
2456411.229,4/28/2013 17:30,-0.003413996,-5.776481691,-1.92E-13,26.04750089,500.377938,,,,,,,,,,
2456411.271,4/28/2013 18:30,0.047094593,79.68405136,2.65E-12,-475.8207749,500.262632,,,,,,,,,,
2456411.313,4/28/2013 19:30,0.094111749,159.2370793,5.29E-12,-942.9971374,500.081382,,,,,,,,,,
2456411.354,4/28/2013 20:30,0.128763803,217.8683553,7.23E-12,-1287.310195,499.879139,,,,,,,,,,
2456411.396,4/28/2013 21:30,0.144612408,244.6841935,8.12E-12,-1444.786611,499.706150,,,,,,,,,,
2456411.438,4/28/2013 22:30,0.139009374,235.203861,7.81E-12,-1389.113214,499.605393,,,,,,,,,,
2456411.479,4/28/2013 23:30,0.113552462,192.1307661,6.38E-12,-1136.165811,499.601831,,,,,,,,,,
2456411.521,4/29/2013 0:30,0.073593201,124.5196958,4.13E-12,-739.1187762,499.696177,,,,,,,,,,
2456411.563,4/29/2013 1:30,0.026955173,45.60815356,1.51E-12,-275.7095485,499.864723,,,,,,,,,,
2456411.604,4/29/2013 2:30,-0.017824146,-30.15845516,-1.00E-12,169.2310097,500.065284,,,,,,,,,,
2456411.646,4/29/2013 3:30,-0.053334383,-90.24177606,-3.00E-12,522.0712224,500.247769,,,,,,,,,,
2456411.688,4/29/2013 4:30,-0.074820786,-126.5967701,-4.20E-12,735.566476,500.366712,,,,,,,,,,
2456411.729,4/29/2013 5:30,-0.081075169,-137.1791868,-4.55E-12,797.7118782,500.392655,,,,,,,,,,
2456411.771,4/29/2013 6:30,-0.074493493,-126.04299,-4.19E-12,732.3143941,500.319506,,,,,,,,,,
2456411.813,4/29/2013 7:30,-0.060277163,-101.9889593,-3.39E-12,591.0567341,500.166038,,,,,,,,,,
2456411.854,4/29/2013 8:30,-0.044949115,-76.05390316,-2.53E-12,438.7527237,499.971163,,,,,,,,,,
2456411.896,4/29/2013 9:30,-0.034535087,-58.43336792,-1.94E-12,335.2758635,499.784158,,,,,,,,,,
2456411.938,4/29/2013 10:30,-0.032875586,-55.62549196,-1.85E-12,318.7865693,499.652285,,,,,,,,,,
2456411.979,4/29/2013 11:30,-0.040534929,-68.58509982,-2.28E-12,394.8920629,499.608937,,,,,,,,,,
2456412.021,4/29/2013 12:30,-0.054635033,-92.44247522,-3.07E-12,534.9948616,499.665242,,,,,,,,,,
2456412.063,4/29/2013 13:30,-0.069686139,-117.9089471,-3.91E-12,684.5471036,499.807267,,,,,,,,,,
2456412.104,4/29/2013 14:30,-0.07918882,-133.9874833,-4.45E-12,778.9685512,499.999491,,,,,,,,,,
2456412.146,4/29/2013 15:30,-0.077543547,-131.2036811,-4.36E-12,762.6206309,500.193708,,,,,,,,,,
2456412.188,4/29/2013 16:30,-0.061712579,-104.417684,-3.47E-12,605.3194569,500.341100,,,,,,,,,,
2456412.229,4/29/2013 17:30,-0.032166021,-54.42490749,-1.81E-12,311.7361188,500.404480,,,,,,,,,,
2456412.271,4/29/2013 18:30,0.007126893,12.05870332,4.00E-13,-78.68989346,500.367624,,,,,,,,,,
2456412.313,4/29/2013 19:30,0.049615199,83.94891674,2.79E-12,-500.8662614,500.239354,,,,,,,,,,
2456412.354,4/29/2013 20:30,0.087702065,148.3918944,4.93E-12,-879.3086247,500.051353,,,,,,,,,,
2456412.396,4/29/2013 21:30,0.114474207,193.6903581,6.43E-12,-1145.324539,499.850255,,,,,,,,,,
2456412.438,4/29/2013 22:30,0.125195827,211.8313388,7.03E-12,-1251.857724,499.685989,,,,,,,,,,
2456412.479,4/29/2013 23:30,0.118242001,200.0654659,6.64E-12,-1182.762457,499.599295,,,,,,,,,,
2456412.521,4/30/2013 0:30,0.095311015,161.2662375,5.35E-12,-954.9133996,499.611546,,,,,,,,,,
2456412.563,4/30/2013 1:30,0.060929252,103.0922945,3.42E-12,-613.2860374,499.719411,,,,,,,,,,
2456412.604,4/30/2013 2:30,0.021405949,36.21886608,1.20E-12,-220.5708154,499.895706,,,,,,,,,,
2456412.646,4/30/2013 3:30,-0.016513627,-27.94105686,-9.28E-13,156.2093045,500.096213,,,,,,,,,,
2456412.688,4/30/2013 4:30,-0.04701371,-79.54719813,-2.64E-12,459.2671514,500.270762,,,,,,,,,,
2456412.729,4/30/2013 5:30,-0.066324246,-112.2206249,-3.73E-12,651.1423453,500.375795,,,,,,,,,,
2456412.771,4/30/2013 6:30,-0.073372175,-124.1457205,-4.12E-12,721.1726497,500.385267,,,,,,,,,,
2456412.813,4/30/2013 7:30,-0.069834256,-118.1595611,-3.92E-12,686.0188382,500.297161,,,,,,,,,,
2456412.854,4/30/2013 8:30,-0.059566844,-100.7870995,-3.35E-12,583.998794,500.133963,,,,,,,,,,
2456412.896,4/30/2013 9:30,-0.047518976,-80.4021067,-2.67E-12,464.2876149,499.937013,,,,,,,,,,
2456412.938,4/30/2013 10:30,-0.038369528,-64.92124183,-2.16E-12,373.3760013,499.756116,,,,,,,,,,
2456412.979,4/30/2013 11:30,-0.035229554,-59.60840494,-1.98E-12,342.1762861,499.637040,,,,,,,,,,
2456413.021,4/30/2013 12:30,-0.038770688,-65.60000423,-2.18E-12,377.3620438,499.610022,,,,,,,,,,
2456413.063,4/30/2013 13:30,-0.0470487,-79.60640035,-2.64E-12,459.6148173,499.682172,,,,,,,,,,
2456413.104,4/30/2013 14:30,-0.056097452,-94.91688837,-3.15E-12,549.5258903,499.835667,,,,,,,,,,
2456413.146,4/30/2013 15:30,-0.061130729,-103.4331928,-3.43E-12,599.5380169,500.032205,,,,,,,,,,
2456413.188,4/30/2013 16:30,-0.057994148,-98.12609842,-3.26E-12,568.3720249,500.222589,,,,,,,,,,
2456413.229,4/30/2013 17:30,-0.044432744,-75.18020243,-2.50E-12,433.6219029,500.359054,,,,,,,,,,
2456413.271,4/30/2013 18:30,-0.020810352,-35.21111511,-1.17E-12,198.9028318,500.407230,,,,,,,,,,
2456413.313,4/30/2013 19:30,0.009897558,16.74666766,5.56E-13,-106.2200351,500.354771,,,,,,,,,,
2456413.354,4/30/2013 20:30,0.042790638,72.40175971,2.40E-12,-433.0554068,500.214460,,,,,,,,,,
2456413.396,4/30/2013 21:30,0.072179174,122.1271616,4.06E-12,-725.0685829,500.021026,,,,,,,,,,
2456413.438,4/30/2013 22:30,0.092847741,157.0983769,5.22E-12,-930.4375752,499.822475,,,,,,,,,,
2456413.479,4/30/2013 23:30,0.10113974,171.1284406,5.68E-12,-1012.829337,499.668084,,,,,,,,,,
2456413.521,5/1/2013 0:30,0.095644364,161.8302641,5.37E-12,-958.2256542,499.596084,,,,,,,,,,
2456413.563,5/1/2013 1:30,0.077388375,130.9411301,4.35E-12,-776.8287468,499.624113,,,,,,,,,,
2456413.604,5/1/2013 2:30,0.049548492,83.83604871,2.78E-12,-500.2034422,499.744815,,,,,,,,,,
2456413.646,5/1/2013 3:30,0.016782754,28.39641908,9.43E-13,-174.6333769,499.927708,,,,,,,,,,
2456413.688,5/1/2013 4:30,-0.015674343,-26.52098877,-8.81E-13,147.8699331,500.126829,,,,,,,,,,
2456413.729,5/1/2013 5:30,-0.042989999,-72.73907758,-2.42E-12,419.2863602,500.292264,,,,,,,,,,
2456413.771,5/1/2013 6:30,-0.061619709,-104.260547,-3.46E-12,604.3966674,500.382648,,,,,,,,,,
2456413.813,5/1/2013 7:30,-0.069944926,-118.3468149,-3.93E-12,687.1184891,500.375527,,,,,,,,,,
2456413.854,5/1/2013 8:30,-0.068526249,-115.9464136,-3.85E-12,673.022096,500.272971,,,,,,,,,,
2456413.896,5/1/2013 9:30,-0.059887164,-101.3290814,-3.36E-12,587.1815908,500.101040,,,,,,,,,,
2456413.938,5/1/2013 10:30,-0.047834016,-80.93515505,-2.69E-12,467.4179494,499.903229,,,,,,,,,,
2456413.979,5/1/2013 11:30,-0.036440655,-61.65758742,-2.05E-12,354.2101413,499.729555,,,,,,,,,,
2456414.021,5/1/2013 12:30,-0.028945443,-48.97568885,-1.63E-12,279.7354997,499.623989,,,,,,,,,,
2456414.063,5/1/2013 13:30,-0.026870943,-45.46563578,-1.51E-12,259.1226599,499.613421,,,,,,,,,,
2456414.104,5/1/2013 14:30,-0.029639097,-50.14935267,-1.67E-12,286.6278583,499.700897,,,,,,,,,,
2456414.146,5/1/2013 15:30,-0.034812544,-58.90282516,-1.96E-12,338.0327582,499.864825,,,,,,,,,,
2456414.188,5/1/2013 16:30,-0.038891467,-65.80436234,-2.18E-12,378.5621399,500.064375,,,,,,,,,,
2456414.229,5/1/2013 17:30,-0.038413399,-64.99547052,-2.16E-12,373.8119104,500.249687,,,,,,,,,,
2456414.271,5/1/2013 18:30,-0.031013958,-52.47561705,-1.74E-12,300.2888811,500.374356,,,,,,,,,,
2456414.313,5/1/2013 19:30,-0.016140762,-27.31017006,-9.07E-13,152.5044122,500.407060,,,,,,,,,,
2456414.354,5/1/2013 20:30,0.004753175,8.042371698,2.67E-13,-55.1039251,500.339406,,,,,,,,,,
2456414.396,5/1/2013 21:30,0.028539069,48.2881045,1.60E-12,-291.447601,500.188049,,,,,,,,,,
2456414.438,5/1/2013 22:30,0.051126155,86.50545389,2.87E-12,-515.8795646,499.990535,,,,,,,,,,
2456414.479,5/1/2013 23:30,0.068349681,115.6476604,3.84E-12,-687.0176141,499.795919,,,,,,,,,,
2456414.521,5/2/2013 0:30,0.076825028,129.987947,4.32E-12,-771.2311646,499.652495,,,,,,,,,,
2456414.563,5/2/2013 1:30,0.074609555,126.2393666,4.19E-12,-749.2175692,499.595733,,,,,,,,,,
2456414.604,5/2/2013 2:30,0.061578296,104.1904761,3.46E-12,-619.7351256,499.639413,,,,,,,,,,
2456414.646,5/2/2013 3:30,0.039475419,66.79240939,2.22E-12,-400.114412,499.772200,,,,,,,,,,
2456414.688,5/2/2013 4:30,0.011643511,19.70082016,6.54E-13,-123.5683404,499.960511,,,,,,,,,,
2456414.729,5/2/2013 5:30,-0.017535955,-29.67083608,-9.85E-13,166.3674592,500.156941,,,,,,,,,,
2456414.771,5/2/2013 6:30,-0.043422812,-73.47139798,-2.44E-12,423.5869229,500.312159,,,,,,,,,,
2456414.813,5/2/2013 7:30,-0.062005369,-104.9130837,-3.48E-12,608.228699,500.387266,,,,,,,,,,
2456414.854,5/2/2013 8:30,-0.070730561,-119.6761091,-3.97E-12,694.9247896,500.363549,,,,,,,,,,
2456414.896,5/2/2013 9:30,-0.069080306,-116.883878,-3.88E-12,678.5273697,500.247156,,,,,,,,,,
2456414.938,5/2/2013 10:30,-0.058712537,-99.34161221,-3.30E-12,575.5101481,500.067549,,,,,,,,,,
2456414.979,5/2/2013 11:30,-0.043069979,-72.87440423,-2.42E-12,420.0810681,499.870102,,,,,,,,,,
2456415.021,5/2/2013 12:30,-0.026505886,-44.84795949,-1.49E-12,255.4953465,499.704712,,,,,,,,,,
2456415.063,5/2/2013 13:30,-0.01313912,-22.23139033,-7.38E-13,122.6792013,499.613274,,,,,,,,,,
2456415.104,5/2/2013 14:30,-0.005763875,-9.752476866,-3.24E-13,49.39659282,499.619159,,,,,,,,,,
2456415.146,5/2/2013 15:30,-0.005144586,-8.704639647,-2.89E-13,43.24315287,499.721327,,,,,,,,,,
2456415.188,5/2/2013 16:30,-0.009909874,-16.76750611,-5.57E-13,90.59245838,499.894569,,,,,,,,,,
2456415.229,5/2/2013 17:30,-0.017062692,-28.87007531,-9.59E-13,161.6649794,500.095795,,,,,,,,,,
2456415.271,5/2/2013 18:30,-0.02292633,-38.79134993,-1.29E-12,219.927815,500.274810,,,,,,,,,,
2456415.313,5/2/2013 19:30,-0.024224811,-40.98837991,-1.36E-12,232.8299069,500.386880,,,,,,,,,,
2456415.354,5/2/2013 20:30,-0.018988888,-32.1291983,-1.07E-12,180.8042286,500.403930,,,,,,,,,,
2456415.396,5/2/2013 21:30,-0.007069529,-11.96164241,-3.97E-13,62.36995097,500.321576,,,,,,,,,,
2456415.438,5/2/2013 22:30,0.009822786,16.6201544,5.52E-13,-105.4770841,500.160235,,,,,,,,,,
2456415.479,5/2/2013 23:30,0.028509335,48.23779548,1.60E-12,-291.1521605,499.960015,,,,,,,,,,
2456415.521,5/3/2013 0:30,0.04504103,76.20942316,2.53E-12,-455.4159681,499.770694,,,,,,,,,,
2456415.563,5/3/2013 1:30,0.055546635,93.98490705,3.12E-12,-559.8027667,499.639263,,,,,,,,,,
2456415.604,5/3/2013 2:30,0.057074127,96.56942339,3.21E-12,-574.9803781,499.598188,,,,,,,,,,
2456415.646,5/3/2013 3:30,0.048279818,81.6894524,2.71E-12,-487.5975229,499.657298,,,,,,,,,,
2456415.688,5/3/2013 4:30,0.02983679,50.48384857,1.68E-12,-304.3421413,499.801351,,,,,,,,,,
2456415.729,5/3/2013 5:30,0.00446132,7.548553928,2.51E-13,-52.20397276,499.993880,,,,,,,,,,
2456415.771,5/3/2013 6:30,-0.023495246,-39.75395682,-1.32E-12,225.5807386,500.186348,,,,,,,,,,
2456415.813,5/3/2013 7:30,-0.048863619,-82.6772439,-2.75E-12,477.6483926,500.330328,,,,,,,,,,
2456415.854,5/3/2013 8:30,-0.066754897,-112.9492858,-3.75E-12,655.4214173,500.389647,,,,,,,,,,
2456415.896,5/3/2013 9:30,-0.073709424,-124.7163462,-4.14E-12,724.5236583,500.349454,,,,,,,,,,
2456415.938,5/3/2013 10:30,-0.068600741,-116.0724539,-3.85E-12,673.7622693,500.219938,,,,,,,,,,
2456415.979,5/3/2013 11:30,-0.053013548,-89.69892351,-2.98E-12,518.8833126,500.033773,,,,,,,,,,
2456416.021,5/3/2013 12:30,-0.030929181,-52.33217349,-1.74E-12,299.4465066,499.837913,,,,,,,,,,
2456416.063,5/3/2013 13:30,-0.007748172,-13.10990732,-4.35E-13,69.11315408,499.681818,,,,,,,,,,
2456416.104,5/3/2013 14:30,0.01110465,18.78906857,6.24E-13,-118.2140654,499.605030,,,,,,,,,,
2456416.146,5/3/2013 15:30,0.021595423,36.53945638,1.21E-12,-222.4534869,499.627252,,,,,,,,,,
2456416.188,5/3/2013 16:30,0.022099272,37.39196828,1.24E-12,-227.4598759,499.743374,,,,,,,,,,
2456416.229,5/3/2013 17:30,0.013728916,23.22932608,7.71E-13,-144.2895449,499.924736,,,,,,,,,,
2456416.271,5/3/2013 18:30,-9.54E-05,-0.161396941,-5.36E-15,-6.92716942,500.126275,,,,,,,,,,
2456416.313,5/3/2013 19:30,-0.014671433,-24.82406405,-8.24E-13,137.904717,500.297795,,,,,,,,,,
2456416.354,5/3/2013 20:30,-0.02531585,-42.83441759,-1.42E-12,243.6707912,500.396528,,,,,,,,,,
2456416.396,5/3/2013 21:30,-0.028580745,-48.35862052,-1.61E-12,276.1117566,500.397831,,,,,,,,,,
2456416.438,5/3/2013 22:30,-0.023095178,-39.07704088,-1.30E-12,221.6055395,500.301358,,,,,,,,,,
2456416.479,5/3/2013 23:30,-0.009869239,-16.69875165,-5.54E-13,90.18869675,500.131148,,,,,,,,,,
2456416.521,5/4/2013 0:30,0.007964739,13.47633881,4.47E-13,-87.01497931,499.929607,,,,,,,,,,
2456416.563,5/4/2013 1:30,0.02588781,43.80217497,1.45E-12,-265.1039118,499.746901,,,,,,,,,,
2456416.604,5/4/2013 2:30,0.039043688,66.06191937,2.19E-12,-395.8245983,499.628409,,,,,,,,,,
2456416.646,5/4/2013 3:30,0.043390794,73.41722275,2.44E-12,-439.0187288,499.603371,,,,,,,,,,
2456416.688,5/4/2013 4:30,0.036723971,62.1369584,2.06E-12,-372.7752055,499.677597,,,,,,,,,,
2456416.729,5/4/2013 5:30,0.019339871,32.7230613,1.09E-12,-200.0416489,499.832034,,,,,,,,,,
2456416.771,5/4/2013 6:30,-0.005833591,-9.870436304,-3.28E-13,50.08931141,500.027566,,,,,,,,,,
2456416.813,5/4/2013 7:30,-0.033730529,-57.07205437,-1.89E-12,327.281529,500.214840,,,,,,,,,,
2456416.854,5/4/2013 8:30,-0.058215189,-98.50009939,-3.27E-12,570.5683513,500.346653,,,,,,,,,,
2456416.896,5/4/2013 9:30,-0.073522542,-124.400141,-4.13E-12,722.6667381,500.389791,,,,,,,,,,
2456416.938,5/4/2013 10:30,-0.07573534,-128.1441959,-4.25E-12,744.6537573,500.333365,,,,,,,,,,
2456416.979,5/4/2013 11:30,-0.063898813,-108.116792,-3.59E-12,627.0425245,500.191540,,,,,,,,,,
2456417.021,5/4/2013 12:30,-0.040423924,-68.39727899,-2.27E-12,393.7890822,499.999987,,,,,,,,,,
2456417.063,5/4/2013 13:30,-0.010602359,-17.93919198,-5.96E-13,97.47320141,499.806938,,,,,,,,,,
2456417.104,5/4/2013 14:30,0.018687206,31.61875193,1.05E-12,-193.5565754,499.661088,,,,,,,,,,
2456417.146,5/4/2013 15:30,0.040743972,68.93880028,2.29E-12,-412.719125,499.599376,,,,,,,,,,
2456417.188,5/4/2013 16:30,0.050780483,85.92057774,2.85E-12,-512.4448705,499.637709,,,,,,,,,,
2456417.229,5/4/2013 17:30,0.047128007,79.74058825,2.65E-12,-476.1527886,499.766947,,,,,,,,,,
2456417.271,5/4/2013 18:30,0.031577677,53.42942998,1.77E-12,-321.6401128,499.955170,,,,,,,,,,
2456417.313,5/4/2013 19:30,0.008792917,14.87761612,4.94E-13,-95.24400157,500.155644,,,,,,,,,,
2456417.354,5/4/2013 20:30,-0.014999642,-25.37939448,-8.43E-13,141.1659034,500.318506,,,,,,,,,,
2456417.396,5/4/2013 21:30,-0.033651202,-56.93783339,-1.89E-12,326.4933142,500.403235,,,,,,,,,,
2456417.438,5/4/2013 22:30,-0.042625615,-72.1225402,-2.39E-12,415.6657352,500.388786,,,,,,,,,,
2456417.479,5/4/2013 23:30,-0.040063583,-67.78758267,-2.25E-12,390.2086314,500.278851,,,,,,,,,,
2456417.521,5/5/2013 0:30,-0.02716029,-45.95521054,-1.53E-12,261.9976951,500.100933,,,,,,,,,,
2456417.563,5/5/2013 1:30,-0.007810096,-13.21468217,-4.39E-13,69.72844596,499.899453,,,,,,,,,,
2456417.604,5/5/2013 2:30,0.012375232,20.9388917,6.95E-13,-130.8389343,499.724636,,,,,,,,,,
2456417.646,5/5/2013 3:30,0.027450226,46.44578297,1.54E-12,-280.6285399,499.619938,,,,,,,,,,
2456417.688,5/5/2013 4:30,0.032620716,55.19425228,1.83E-12,-332.0040585,499.611183,,,,,,,,,,
2456417.729,5/5/2013 5:30,0.025501647,43.14878662,1.43E-12,-261.2668789,499.700116,,,,,,,,,,
2456417.771,5/5/2013 6:30,0.006848396,11.58748552,3.85E-13,-75.92265976,499.863992,,,,,,,,,,
2456417.813,5/5/2013 7:30,-0.019445776,-32.90225292,-1.09E-12,185.3440036,500.061303,,,,,,,,,,
2456417.854,5/5/2013 8:30,-0.047143173,-79.76624955,-2.65E-12,460.5535341,500.242201,,,,,,,,,,
2456417.896,5/5/2013 9:30,-0.069115475,-116.943384,-3.88E-12,678.8768195,500.361012,,,,,,,,,,
2456417.938,5/5/2013 10:30,-0.079141647,-133.9076659,-4.45E-12,778.4998225,500.387700,,,,,,,,,,
2456417.979,5/5/2013 11:30,-0.073602194,-124.5349121,-4.13E-12,723.4581837,500.315408,,,,,,,,,,
2456418.021,5/5/2013 12:30,-0.052597054,-88.9942159,-2.95E-12,514.7449064,500.162182,,,,,,,,,,
2456418.063,5/5/2013 13:30,-0.020127908,-34.05642015,-1.13E-12,192.1218681,499.966460,,,,,,,,,,
2456418.104,5/5/2013 14:30,0.016772692,28.37939423,9.42E-13,-174.5333982,499.777435,,,,,,,,,,
2456418.146,5/5/2013 15:30,0.049775357,84.21990401,2.80E-12,-502.4576383,499.642722,,,,,,,,,,
2456418.188,5/5/2013 16:30,0.071387656,120.7879136,4.01E-12,-717.2038287,499.596415,,,,,,,,,,
2456418.229,5/5/2013 17:30,0.076886061,130.0912156,4.32E-12,-771.8376107,499.650526,,,,,,,,,,
2456418.271,5/5/2013 18:30,0.065498262,110.82306,3.68E-12,-658.6850752,499.791950,,,,,,,,,,
2456418.313,5/5/2013 19:30,0.040517452,68.55552954,2.28E-12,-410.4683617,499.985722,,,,,,,,,,
2456418.354,5/5/2013 20:30,0.008351443,14.1306422,4.69E-13,-90.85738592,500.183749,,,,,,,,,,
2456418.396,5/5/2013 21:30,-0.023190893,-39.23899081,-1.30E-12,222.5565929,500.336833,,,,,,,,,,
2456418.438,5/5/2013 22:30,-0.046888837,-79.33591279,-2.63E-12,458.026375,500.406969,,,,,,,,,,
2456418.479,5/5/2013 23:30,-0.057857766,-97.89533968,-3.25E-12,567.0168907,500.376850,,,,,,,,,,
2456418.521,5/6/2013 0:30,-0.054645322,-92.45988428,-3.07E-12,535.0970965,500.254185,,,,,,,,,,
2456418.563,5/6/2013 1:30,-0.03945424,-66.75657375,-2.22E-12,384.1540158,500.069756,,,,,,,,,,
2456418.604,5/6/2013 2:30,-0.017482267,-29.57999575,-9.82E-13,165.833998,499.869708,,,,,,,,,,
2456418.646,5/6/2013 3:30,0.004440277,7.51294909,2.49E-13,-51.99488281,499.703987,,,,,,,,,,
2456418.688,5/6/2013 4:30,0.019593619,33.15240353,1.10E-12,-202.5629677,499.613842,,,,,,,,,,
2456418.729,5/6/2013 5:30,0.023093926,39.07492351,1.30E-12,-237.343056,499.621505,,,,,,,,,,
2456418.771,5/6/2013 6:30,0.013200384,22.33504891,7.42E-13,-139.0378886,499.724640,,,,,,,,,,
2456418.813,5/6/2013 7:30,-0.0081195,-13.73819395,-4.56E-13,72.8027768,499.896957,,,,,,,,,,
2456418.854,5/6/2013 8:30,-0.035538611,-60.13133039,-2.00E-12,345.2471738,500.094820,,,,,,,,,,
2456418.896,5/6/2013 9:30,-0.061600642,-104.2282855,-3.46E-12,604.2072112,500.268211,,,,,,,,,,
2456418.938,5/6/2013 10:30,-0.078579341,-132.9562455,-4.41E-12,772.9125913,500.373285,,,,,,,,,,
2456418.979,5/6/2013 11:30,-0.080528653,-136.2544805,-4.52E-12,792.2815268,500.383378,,,,,,,,,,
2456419.021,5/6/2013 12:30,-0.064991687,-109.9659352,-3.65E-12,637.9016456,500.295706,,,,,,,,,,
2456419.063,5/6/2013 13:30,-0.033878002,-57.32158018,-1.90E-12,328.7468731,500.132080,,,,,,,,,,
